# data/ro30ra60us100-200-400-600-800-1000-brute.csv
# Users,Ramp,Machine,Duration,Total requests,Success requests,Success percent,Success Variance (Valor menos media total),Success Squared Variance,Duration Variance (Valor menos media total),Duration Squared Variance
100,60,container,127.0,17909.0,17890.0,99.89390809090402,0.32891338406180637,0.10818401421498934,5.233333333333334,27.38777777777779
100,60,container,111.0,17378.0,17291.0,99.49936701576706,-0.0656276910751501,0.004306993835855336,-10.766666666666666,115.92111111111109
100,60,container,142.0,16408.0,16263.0,99.11628473915164,-0.4487099676905757,0.20134063510487749,20.233333333333334,409.38777777777784
100,60,container,112.0,17731.0,17679.0,99.70672832891546,0.14173362207324658,0.02008841962600189,-9.766666666666666,95.38777777777776
100,60,container,142.0,16621.0,16498.0,99.25997232416822,-0.3050223826739966,0.09303865393212203,20.233333333333334,409.38777777777784
100,60,container,126.0,17356.0,17216.0,99.19336252592764,-0.37163218091457395,0.13811047789132264,4.233333333333334,17.92111111111112
100,60,container,129.0,17368.0,17281.0,99.49907876554583,-0.06591594129638167,0.004344911316988035,7.233333333333334,52.32111111111112
100,60,container,121.0,18028.0,17969.0,99.67273130685601,0.10773660001379426,0.011607174982532293,-0.7666666666666657,0.5877777777777763
100,60,container,114.0,17496.0,17443.0,99.6970736168267,0.1320789099844859,0.01744483846268993,-7.766666666666666,60.321111111111094
100,60,container,114.0,17702.0,17668.0,99.80793130719692,0.2429366003547102,0.059018191791904186,-7.766666666666666,60.321111111111094
100,60,container,119.0,17931.0,17915.0,99.91076905917127,0.34577435232905884,0.11955990272858012,-2.7666666666666657,7.654444444444439
1000,60,container,239.0,45176.0,35698.0,79.0198335399327,0.2676938540287921,0.07165999948478825,-2.9000000000000057,8.410000000000032
1000,60,container,257.0,47817.0,38135.0,79.75197105631888,0.9998313704149666,0.9996627692658702,15.099999999999994,228.00999999999982
1000,60,container,249.0,40524.0,31932.0,78.79774948178857,0.04560979588465841,0.002080253480640203,7.099999999999994,50.40999999999992
1000,60,container,241.0,41120.0,32330.0,78.62354085603113,-0.1285988298727858,0.01653765904464971,-0.9000000000000057,0.8100000000000103
1000,60,container,244.0,43565.0,34083.0,78.23482153104557,-0.5173181548583443,0.26761807334604193,2.0999999999999943,4.409999999999976
1000,60,container,246.0,44296.0,34936.0,78.86942387574499,0.11728418984107236,0.013755581186676701,4.099999999999994,16.809999999999953
1000,60,container,259.0,48272.0,38558.0,79.87653297978125,1.1243932938773327,1.2642602793163178,17.099999999999994,292.4099999999998
1000,60,container,241.0,43915.0,34510.0,78.58362746214277,-0.16851222376114094,0.028396369556924834,-0.9000000000000057,0.8100000000000103
1000,60,container,232.0,43459.0,34327.0,78.98709128143767,0.234951595533758,0.05520225224385861,-9.900000000000006,98.01000000000012
1000,60,container,253.0,46681.0,37059.0,79.38775947387587,0.6356197879719616,0.40401251486152145,11.099999999999994,123.20999999999988
1000,60,container,244.0,46171.0,36660.0,79.4004894847415,0.6483497988375859,0.42035746165273813,2.0999999999999943,4.409999999999976
1000,60,container,231.0,43807.0,34410.0,78.54909032802976,-0.2030493578741499,0.0412290417331046,-10.900000000000006,118.81000000000013
1000,60,container,243.0,43056.0,33821.0,78.55118914901523,-0.20095053688868347,0.040381118275850135,1.0999999999999943,1.2099999999999875
1000,60,container,231.0,42550.0,33041.0,77.65217391304348,-1.099965772860429,1.209924701464441,-10.900000000000006,118.81000000000013
1000,60,container,237.0,43339.0,34096.0,78.67278894298438,-0.07935074291953015,0.006296540401881364,-4.900000000000006,24.010000000000055
1000,60,container,245.0,36915.0,28881.0,78.23648923201951,-0.5156504538844047,0.26589539059119255,3.0999999999999943,9.609999999999964
1000,60,container,239.0,43606.0,34247.0,78.5373572444159,-0.21478244148801195,0.04613149717155128,-2.9000000000000057,8.410000000000032
1000,60,container,248.0,45204.0,35708.0,78.99300946818866,0.2408697822847472,0.05801825201790152,6.099999999999994,37.20999999999993
1000,60,container,241.0,43642.0,34238.0,78.45194995646396,-0.3001897294399498,0.09011387366123028,-0.9000000000000057,0.8100000000000103
1000,60,container,230.0,44105.0,34648.0,78.55798662283188,-0.1941530630720365,0.03769541190025418,-11.900000000000006,141.61000000000013
1000,60,container,240.0,40833.0,32232.0,78.93615458085372,0.1840148949498115,0.03386148156339016,-1.9000000000000057,3.6100000000000216
1000,60,container,251.0,46870.0,37414.0,79.82504800512055,1.072908319216637,1.1511322614442692,9.099999999999994,82.8099999999999
1000,60,container,242.0,45192.0,35751.0,79.10913436006373,0.35699467415982156,0.12744519737847718,0.09999999999999432,0.009999999999998864
1000,60,container,239.0,42998.0,33595.0,78.13154100190707,-0.620598683996846,0.38514272657861714,-2.9000000000000057,8.410000000000032
1000,60,container,241.0,39182.0,30637.0,78.1915165126844,-0.5606231732195113,0.31429834235071413,-0.9000000000000057,0.8100000000000103
1000,60,container,232.0,42733.0,33459.0,78.29780263496595,-0.4543370509379656,0.20642215585500756,-9.900000000000006,98.01000000000012
1000,60,container,261.0,39069.0,30646.0,78.44070746627762,-0.3114322196262975,0.09699002742136242,19.099999999999994,364.8099999999998
1000,60,container,237.0,44712.0,35211.0,78.75067096081588,-0.0014687250880314195,2.157153384212901E-6,-4.900000000000006,24.010000000000055
1000,60,container,228.0,42243.0,33054.0,78.24728357360983,-0.5048561122940782,0.25487969412069095,-13.900000000000006,193.21000000000015
1000,60,container,236.0,44269.0,34928.0,78.8994556009849,0.14731591508098063,0.021701978836146697,-5.900000000000006,34.810000000000066
600,60,container,211.0,34723.0,29802.0,85.82783745644097,-0.1120845103927195,0.012562937469975645,-14.5,210.25
600,60,container,209.0,35193.0,30279.0,86.03699599352144,0.09707402668774989,0.009423366657373979,-16.5,272.25
600,60,container,238.0,40938.0,35367.0,86.3916165909424,0.4516946241087112,0.2040280334487099,12.5,156.25
600,60,container,210.0,35473.0,30346.0,85.5467538691399,-0.39316809769378835,0.1545811530441523,-15.5,240.25
600,60,container,214.0,36358.0,31171.0,85.73353869849826,-0.2063832683354292,0.04259405344881377,-11.5,132.25
600,60,container,213.0,37516.0,32269.0,86.01396737392047,0.07404540708677132,0.005482722310645684,-12.5,156.25
600,60,container,196.0,31632.0,26632.0,84.1932220536166,-1.7466999132170997,3.0509605868326237,-29.5,870.25
600,60,container,208.0,37059.0,31918.0,86.12752637685853,0.1876044100248322,0.03519541466076536,-17.5,306.25
600,60,container,240.0,37969.0,33219.0,87.48979430588112,1.5498723390474254,2.4021042673443374,14.5,210.25
600,60,container,215.0,35958.0,30797.0,85.647143890094,-0.2927780767396939,0.0857190022193941,-10.5,110.25
600,60,container,214.0,37670.0,32444.0,86.12689142553756,0.18696945870387083,0.03495757848801846,-11.5,132.25
600,60,container,207.0,34535.0,29552.0,85.57115969306501,-0.36876227376868087,0.13598561455504754,-18.5,342.25
600,60,container,224.0,38347.0,33095.0,86.30401335176154,0.3640913849278462,0.1325625365786771,-1.5,2.25
600,60,container,217.0,36919.0,31750.0,85.9990790649801,0.059157098146400244,0.003499562261102831,-8.5,72.25
600,60,container,207.0,35808.0,30791.0,85.98916443252904,0.049242465695343185,0.0024248204277570505,-18.5,342.25
600,60,container,222.0,36789.0,31550.0,85.75933023458099,-0.18059173225270797,0.03261337375803376,-3.5,12.25
600,60,container,219.0,37457.0,32460.0,86.6593694102571,0.7194474434234053,0.5176046238484739,-6.5,42.25
600,60,container,224.0,36812.0,31379.0,85.24122568727589,-0.698696279557808,0.4881764910679226,-1.5,2.25
600,60,container,222.0,36627.0,31352.0,85.59805607884894,-0.3418658879847527,0.11687228536760348,-3.5,12.25
600,60,container,222.0,38241.0,33048.0,86.42033419628147,0.4804122294477793,0.23079591020298573,-3.5,12.25
600,60,container,209.0,36440.0,31344.0,86.01536772777168,0.07544576093798128,0.005692062843511022,-16.5,272.25
600,60,container,234.0,37621.0,32604.0,86.66436298875628,0.724441021922587,0.5248147942442422,8.5,72.25
600,60,container,221.0,36717.0,31509.0,85.81583462701201,-0.12408733982168485,0.015397667904022295,-4.5,20.25
600,60,container,220.0,34880.0,29723.0,85.21502293577981,-0.7248990310538801,0.5254786052228542,-5.5,30.25
600,60,container,413.0,35860.0,30898.0,86.16285554935861,0.22293358252491657,0.04969938221739379,187.5,35156.25
600,60,container,210.0,38184.0,32968.0,86.33982820029331,0.3999062334596175,0.1599249955598581,-15.5,240.25
600,60,container,230.0,39832.0,34261.0,86.01375778268729,0.07383581585359877,0.005451727702766548,4.5,20.25
600,60,container,224.0,36880.0,31948.0,86.62689804772235,0.6869760808886554,0.47193613571313636,-1.5,2.25
600,60,container,253.0,40794.0,34976.0,85.73809874001078,-0.20182322682290987,0.04073261488521173,27.5,756.25
600,60,container,219.0,35020.0,29742.0,84.92861222158767,-1.0113097452460238,1.0227474008295776,-6.5,42.25
800,60,container,243.0,36304.0,29668.0,81.72102247686206,-0.18786788783076247,0.03529434327799195,13.166666666666657,173.36111111111086
800,60,container,230.0,42704.0,35204.0,82.43724241288872,0.5283520481958988,0.27915588683280135,0.1666666666666572,0.02777777777777462
800,60,container,231.0,38508.0,31699.0,82.31795990443544,0.4090695397426174,0.16733788834523683,1.1666666666666572,1.361111111111089
800,60,container,222.0,40061.0,32845.0,81.98746910960784,0.07857874491502059,0.006174619152419875,-7.833333333333343,61.361111111111256
800,60,container,228.0,40243.0,32777.0,81.44770519096488,-0.4611851737279409,0.212691764466471,-1.8333333333333428,3.361111111111146
800,60,container,216.0,37920.0,30680.0,80.90717299578058,-1.0017173689122387,1.0034376871804582,-13.833333333333343,191.36111111111137
800,60,container,219.0,39334.0,32086.0,81.57319367468348,-0.33569669000934255,0.11269226768322863,-10.833333333333343,117.36111111111131
800,60,container,231.0,40340.0,33035.0,81.8914229053049,-0.01746745938791605,3.0511213746849656E-4,1.1666666666666572,1.361111111111089
800,60,container,248.0,42257.0,34767.0,82.2751260146248,0.3662356499319799,0.1341285512810997,18.166666666666657,330.02777777777743
800,60,container,228.0,40802.0,33372.0,81.79010832802314,-0.11878203666968545,0.014109172235398499,-1.8333333333333428,3.361111111111146
800,60,container,226.0,39163.0,31829.0,81.27314046421367,-0.6357499004791549,0.4041779359592554,-3.833333333333343,14.694444444444517
800,60,container,233.0,40732.0,33323.0,81.81037022488461,-0.09852013980821539,0.009706217947830307,3.166666666666657,10.027777777777718
800,60,container,230.0,40692.0,33313.0,81.86621448933451,-0.042675875358312965,0.0018212303375982637,0.1666666666666572,0.02777777777777462
800,60,container,237.0,42500.0,35028.0,82.41882352941177,0.5099331647189445,0.2600318324802781,7.166666666666657,51.36111111111097
800,60,container,221.0,40941.0,33726.0,82.37707921154832,0.46818884685549733,0.21920079631988032,-8.833333333333343,78.02777777777794
800,60,container,229.0,41808.0,34299.0,82.03932261768082,0.1304322529880011,0.01701257261952592,-0.8333333333333428,0.6944444444444602
800,60,container,233.0,40907.0,33468.0,81.8148483144694,-0.09404205022342182,0.008843907210224593,3.166666666666657,10.027777777777718
800,60,container,232.0,41026.0,33549.0,81.77497196899527,-0.13391839569754893,0.017934136706205292,2.166666666666657,4.694444444444404
800,60,container,226.0,40015.0,32560.0,81.36948644258403,-0.5394039221087894,0.2909565911863449,-3.833333333333343,14.694444444444517
800,60,container,234.0,40138.0,32658.0,81.36429318849967,-0.5445971761931503,0.2965860843175532,4.166666666666657,17.361111111111033
800,60,container,240.0,41570.0,33965.0,81.70555689198942,-0.20333347270340596,0.041344501121626735,10.166666666666657,103.36111111111092
800,60,container,227.0,40669.0,33257.0,81.77481619907054,-0.13407416562228036,0.017975881887310665,-2.833333333333343,8.027777777777832
800,60,container,229.0,42123.0,34690.0,82.35405835291883,0.4451679882260038,0.19817453774118746,-0.8333333333333428,0.6944444444444602
800,60,container,230.0,42104.0,34590.0,82.15371461143835,0.24482424674552306,0.05993891179451276,0.1666666666666572,0.02777777777777462
800,60,container,233.0,40175.0,32853.0,81.77473553204729,-0.1341548326455353,0.01799751912215158,3.166666666666657,10.027777777777718
800,60,container,212.0,38318.0,31068.0,81.07938827704994,-0.8295020876428794,0.6880737134038951,-17.833333333333343,318.0277777777781
800,60,container,247.0,42501.0,36272.0,85.34387426178208,3.4349838970892534,11.799114373262475,17.166666666666657,294.6944444444441
800,60,container,231.0,41299.0,33834.0,81.92450180391776,0.015611439224940682,2.4371703467401652E-4,1.1666666666666572,1.361111111111089
800,60,container,225.0,37016.0,30145.0,81.4377566457748,-0.4711337189180256,0.22196698110152913,-4.833333333333343,23.361111111111203
800,60,container,224.0,39149.0,31813.0,81.26133489999745,-0.6475554646953725,0.41932807985683984,-5.833333333333343,34.027777777777885
200,60,container,140.0,18500.0,17495.0,94.56756756756756,-0.11884420186757438,0.01412394431754077,-5.466666666666669,29.884444444444465
200,60,container,144.0,18309.0,17299.0,94.483587306789,-0.2028244626461344,0.04113776264769317,-1.4666666666666686,2.1511111111111165
200,60,container,145.0,17400.0,16379.0,94.13218390804597,-0.5542278613891654,0.3071685223400079,-0.46666666666666856,0.21777777777777954
200,60,container,144.0,18407.0,17320.0,94.09463790949096,-0.5917738599441833,0.35019630131323787,-1.4666666666666686,2.1511111111111165
200,60,container,151.0,19162.0,18147.0,94.70305813589395,0.01664636645881501,2.7710151628116135E-4,5.533333333333331,30.617777777777757
200,60,container,142.0,18880.0,17861.0,94.60275423728814,-0.08365753214700078,0.0069985826849264686,-3.4666666666666686,12.017777777777791
200,60,container,159.0,17844.0,16831.0,94.32302174400358,-0.3633900254315563,0.13205231058314712,13.533333333333331,183.15111111111105
200,60,container,149.0,19066.0,18054.0,94.69212210217141,0.005710332736271084,3.2607899958929205E-5,3.5333333333333314,12.484444444444431
200,60,container,146.0,19478.0,18524.0,95.10216654687339,0.4157547774382522,0.1728520349627306,0.5333333333333314,0.28444444444444245
200,60,container,145.0,17587.0,16512.0,93.8875305623472,-0.7988812070879447,0.6382111830382916,-0.46666666666666856,0.21777777777777954
200,60,container,143.0,23333.0,22518.0,96.50709295847084,1.820681189035696,3.3148799921084358,-2.4666666666666686,6.084444444444454
200,60,container,150.0,18754.0,17677.0,94.2572251253066,-0.429186644128535,0.18420117549831377,4.533333333333331,20.551111111111094
200,60,container,126.0,19600.0,18615.0,94.97448979591837,0.2880780264832339,0.0829889493424748,-19.46666666666667,378.9511111111112
200,60,container,144.0,18513.0,17462.0,94.32290822665155,-0.3635035427835902,0.1321348256162214,-1.4666666666666686,2.1511111111111165
200,60,container,125.0,19283.0,18305.0,94.92817507649225,0.2417633070571128,0.05844949663919181,-20.46666666666667,418.8844444444445
200,60,container,149.0,19757.0,18728.0,94.79171939059574,0.10530762116060544,0.011089695074505595,3.5333333333333314,12.484444444444431
200,60,container,156.0,20379.0,19357.0,94.98503361303302,0.2986218435978856,0.08917500547380003,10.533333333333331,110.95111111111108
200,60,container,152.0,19473.0,18495.0,94.97766137729164,0.2912496078564999,0.08482633407656497,6.533333333333331,42.684444444444416
200,60,container,136.0,17445.0,16443.0,94.25623387790198,-0.43017789153316244,0.18505301836391727,-9.466666666666669,89.61777777777782
200,60,container,148.0,19839.0,18824.0,94.88381470840264,0.1974029389674996,0.038967920313006374,2.5333333333333314,6.4177777777777685
200,60,container,146.0,18820.0,17892.0,95.06907545164718,0.3826636822120406,0.1464314936840776,0.5333333333333314,0.28444444444444245
200,60,container,144.0,18223.0,17179.0,94.27097623881907,-0.4154355306160653,0.17258668009825173,-1.4666666666666686,2.1511111111111165
200,60,container,143.0,19463.0,18446.0,94.77470071417561,0.08828894474046933,0.007794937763385647,-2.4666666666666686,6.084444444444454
200,60,container,163.0,20528.0,19482.0,94.90452065471551,0.21810888528037253,0.047571485838246705,17.53333333333333,307.4177777777777
200,60,container,153.0,19197.0,18156.0,94.57727769964058,-0.10913406979456397,0.01191024518992476,7.533333333333331,56.75111111111108
200,60,container,140.0,17647.0,16575.0,93.92531308437695,-0.7610986850581867,0.5792712083973008,-5.466666666666669,29.884444444444465
200,60,container,148.0,19248.0,18233.0,94.72672485453035,0.0403130850952067,0.0016251448298933767,2.5333333333333314,6.4177777777777685
200,60,container,141.0,22939.0,22050.0,96.1245041196216,1.4380923501864658,2.0681096076648324,-4.466666666666669,19.95111111111113
200,60,container,155.0,20049.0,18992.0,94.72791660431942,0.04150483488427881,0.001722651318771247,9.533333333333331,90.88444444444441
200,60,container,137.0,16885.0,15875.0,94.0183594906722,-0.6680522787629428,0.44629384716036063,-8.466666666666669,71.68444444444448
600,60,vm,962.0,45497.0,39265.0,86.30239356441083,-0.42305402942186277,0.17897471181007432,-9.724137931034534,94.55885850178458
600,60,vm,711.0,46541.0,40455.0,86.92335789948648,0.1979103056537781,0.03916848908397187,-260.72413793103453,67977.07609988112
600,60,vm,1107.0,44360.0,38536.0,86.87105500450856,0.1456074106758649,0.02120151804372998,135.27586206896547,18299.55885850177
600,60,vm,1019.0,42854.0,36814.0,85.90563307975918,-0.8198145140735136,0.6720958374855912,47.275862068965466,2235.007134363848
600,60,vm,1169.0,47093.0,41213.0,87.51406790818169,0.7886203143489894,0.6219220002038989,197.27586206896547,38917.765755053486
600,60,vm,980.0,44664.0,38386.0,85.94393695145979,-0.7815106423729077,0.6107588841421148,8.275862068965466,68.48989298454137
600,60,vm,1104.0,44142.0,37958.0,85.99066648543338,-0.7347811083993179,0.5399032772605301,132.27586206896547,17496.90368608798
600,60,vm,843.0,43911.0,37909.0,86.33144314636424,-0.3940044474684612,0.1552395046249274,-128.72413793103453,16569.903686088004
600,60,vm,1050.0,47893.0,41853.0,87.38855365084667,0.6631060570139766,0.43970964284862324,78.27586206896547,6127.110582639707
600,60,vm,937.0,44274.0,38301.0,86.50901206125491,-0.21643553257779047,0.0468443397622318,-34.724137931034534,1205.7657550535112
600,60,vm,1433.0,42573.0,36373.0,85.43677917929205,-1.288668414540652,1.6606662826347176,461.27586206896547,212775.42092746726
600,60,vm,1259.0,47479.0,41516.0,87.44076328482066,0.7153156909879641,0.5116765377735886,287.27586206896547,82527.42092746728
600,60,vm,986.0,50206.0,44224.0,88.08508943154204,1.359641837709347,1.8486259268496505,14.275862068965466,203.80023781212697
600,60,vm,855.0,39899.0,34039.0,85.3129151106544,-1.4125324831782962,1.9952480160338435,-116.72413793103453,13624.524375743174
600,60,vm,827.0,46395.0,40498.0,87.2895786183856,0.564131024552907,0.31824381286311254,-144.72413793103453,20945.07609988111
600,60,vm,1008.0,46664.0,40769.0,87.36713526487227,0.6416876710395769,0.41176306716419625,36.275862068965466,1315.9381688466074
600,60,vm,835.0,48001.0,42064.0,87.63150767692339,0.9060600830906935,0.8209448741703145,-136.72413793103453,18693.489892984555
600,60,vm,1098.0,47551.0,41018.0,86.26106706483564,-0.4643805289970544,0.21564927571158407,126.27586206896547,15945.593341260392
600,60,vm,840.0,47841.0,41816.0,87.40619970318346,0.6807521093507631,0.46342343438551337,-131.72413793103453,17351.24851367421
600,60,vm,1195.0,50154.0,43900.0,87.53040634844679,0.8049587546140913,0.6479585966298688,223.27586206896547,49852.11058263969
600,60,vm,708.0,47309.0,41679.0,88.09951594833964,1.3740683545069459,1.888063842857426,-263.72413793103453,69550.42092746733
600,60,vm,817.0,44814.0,38843.0,86.6760387378944,-0.049408855938295915,0.0024412350451312793,-154.72413793103453,23939.558858501798
600,60,vm,857.0,45012.0,39122.0,86.91460055096418,0.1891529571314834,0.035778841191584795,-114.72413793103453,13161.627824019037
600,60,vm,816.0,46474.0,40716.0,87.61027671386151,0.8848291200288116,0.7829225716509611,-155.72413793103453,24250.00713436387
600,60,vm,852.0,44201.0,38376.0,86.82156512296102,0.09611752912832117,0.009238579405733667,-119.72413793103453,14333.869203329383
600,60,vm,876.0,42374.0,36522.0,86.18964459338274,-0.5358030004499597,0.28708485529117944,-95.72413793103453,9163.110582639725
600,60,vm,925.0,44694.0,38460.0,86.05181903611224,-0.6736285577204626,0.4537754337765506,-46.724137931034534,2183.14506539834
600,60,vm,1025.0,45934.0,38920.0,84.73026516306004,-1.9951824307726582,3.980752932063893,53.275862068965466,2838.3174791914334
600,60,vm,1086.0,45861.0,39671.0,86.50269291991016,-0.22275467392253745,0.04961964475433599,114.27586206896547,13058.97265160522
1000,60,vm,1160.0,60022.0,49526.0,82.51307853786945,-0.0948892188920496,0.009003963861943302,172.4666666666667,29744.75111111112
1000,60,vm,1365.0,65342.0,53930.0,82.53496985093814,-0.07299790582335675,0.005328694254595661,377.4666666666667,142481.08444444448
1000,60,vm,1074.0,60684.0,50053.0,82.48137894667458,-0.1265888100869148,0.016024726839220984,86.4666666666667,7476.48444444445
1000,60,vm,1279.0,62401.0,51672.0,82.80636528260764,0.198397525846147,0.03936157826187257,291.4666666666667,84952.81777777779
1000,60,vm,1261.0,63721.0,52794.0,82.85180709656157,0.24383933980007555,0.05945762363413671,273.4666666666667,74784.0177777778
1000,60,vm,1323.0,66654.0,55541.0,83.32733219311669,0.7193644363551925,0.5174851922926239,335.4666666666667,112537.88444444447
1000,60,vm,996.0,63639.0,52751.0,82.89099451594149,0.28302675917998954,0.0801041464119278,8.466666666666697,71.68444444444496
1000,60,vm,718.0,65542.0,55258.0,84.30929785481065,1.701330098049155,2.8945241025279476,-269.5333333333333,72648.21777777775
1000,60,vm,1289.0,61592.0,50682.0,82.28666060527341,-0.3213071514880852,0.10323828559738733,301.4666666666667,90882.15111111113
1000,60,vm,970.0,64076.0,52545.0,82.00418253324177,-0.6037852235197221,0.36455659614076075,-17.533333333333303,307.41777777777673
1000,60,vm,909.0,62555.0,52179.0,83.41299656302454,0.8050288062630386,0.648071378913293,-78.5333333333333,6167.48444444444
1000,60,vm,998.0,62624.0,52150.0,83.27478283086357,0.6668150741020753,0.4446423430497562,10.466666666666697,109.55111111111175
1000,60,vm,752.0,59544.0,48724.0,81.82856375117561,-0.7794040055858886,0.6074706039233279,-235.5333333333333,55475.9511111111
1000,60,vm,1151.0,61832.0,51276.0,82.92793375598396,0.31996599922246105,0.10237824065842795,163.4666666666667,26721.351111111122
1000,60,vm,1028.0,59681.0,49117.0,82.29922420870965,-0.3087435480518508,0.09532257846364549,40.4666666666667,1637.5511111111136
1000,60,vm,914.0,63702.0,52746.0,82.8011679382123,0.19320018145080553,0.03732631011262418,-73.5333333333333,5407.151111111107
1000,60,vm,1375.0,60061.0,49104.0,81.7568805048201,-0.8510872519413937,0.7243495104171533,387.4666666666667,150130.4177777778
1000,60,vm,1131.0,65243.0,53879.0,82.58203945250831,-0.02592830425318482,6.72276961445722E-4,143.4666666666667,20582.684444444454
1000,60,vm,915.0,62874.0,52770.0,83.92976429048574,1.321796533724239,1.7471460765654132,-72.5333333333333,5261.08444444444
1000,60,vm,175.0,32691.0,25673.0,78.53231776329876,-4.075649993462733,16.610922869212775,-812.5333333333333,660210.4177777778
1000,60,vm,883.0,59501.0,48950.0,82.26752491554764,-0.34044284121385715,0.11590132813376355,-104.5333333333333,10927.21777777777
1000,60,vm,718.0,62231.0,51651.0,82.99882695119796,0.3908591944364588,0.1527709098755175,-269.5333333333333,72648.21777777775
1000,60,vm,795.0,63472.0,52473.0,82.67109906730526,0.06313131054376697,0.0039855623709735425,-192.5333333333333,37069.08444444443
1000,60,vm,1035.0,62763.0,51044.0,81.32817105619553,-1.2797967005659672,1.637879594779536,47.4666666666667,2253.0844444444474
1000,60,vm,819.0,64740.0,53962.0,83.35186901451962,0.7439012577581252,0.5533890812941207,-168.5333333333333,28403.484444444435
1000,60,vm,808.0,60757.0,49986.0,82.27200158006485,-0.33596617669664397,0.1128732718841606,-179.5333333333333,32232.217777777765
1000,60,vm,1162.0,63504.0,52402.0,82.51763668430335,-0.09033107245814165,0.008159702651438037,174.4666666666667,30438.61777777779
1000,60,vm,1103.0,63153.0,51873.0,82.13861574272006,-0.46935201404143356,0.22029131308475006,115.4666666666667,13332.551111111117
1000,60,vm,681.0,63185.0,52796.0,83.55780644140224,0.9498386846407385,0.9021935268400483,-306.5333333333333,93962.68444444443
1000,60,vm,839.0,65903.0,55216.0,83.7837427734701,1.1757750167085987,1.3824468899161058,-148.5333333333333,22062.151111111103
400,60,container,185.0,28307.0,25239.0,89.16169145441057,-0.5144879311174577,0.26469783126552193,-5.133333333333326,26.351111111111035
400,60,container,204.0,38643.0,35779.0,92.58856714023239,2.912387754704355,8.482002433751873,13.866666666666674,192.28444444444466
400,60,container,192.0,29828.0,26718.0,89.5735550489473,-0.10262433658073178,0.010531754458635323,1.8666666666666742,3.4844444444444727
400,60,container,194.0,31893.0,28781.0,90.24237293449973,0.5661935489716967,0.3205751348971651,3.8666666666666742,14.95111111111117
400,60,container,188.0,26337.0,23680.0,89.91153130576755,0.23535192023952334,0.05539052636043096,-2.1333333333333258,4.551111111111079
400,60,container,200.0,33085.0,29960.0,90.55463200846305,0.8784526229350149,0.7716790107414075,9.866666666666674,97.35111111111127
400,60,container,179.0,27152.0,24006.0,88.41337654684737,-1.2628028386806562,1.5946710093799235,-11.133333333333326,123.95111111111095
400,60,container,182.0,28604.0,25528.0,89.24625926443854,-0.42992012108949496,0.184831310517606,-8.133333333333326,66.15111111111099
400,60,container,185.0,30159.0,27173.0,90.09914121821015,0.4229618326821196,0.17889671190581735,-5.133333333333326,26.351111111111035
